;country;Gender;Age;Marital status;Stratum Urban;HM25_1;Natur of work;Level of Wealth;Fathers level education;Parent_affiliated_with Social Security;Participation in elections;Freedom to speach out about government;Resort to nepotism;Trust in Parliment;Trust in employers;Trust in associations;Trust in political_parties;Political system;Formality
2717;TN;Female;20 - 24;Never Mar;Rural;Secondary;non manua;No;No educati;Yes;Oui;Not at al;No;Non;No;No;Non;Non;informal
2718;LB;Male;25+;Ever Marr;Urban;Higher;non manua;Yes;Secondary;Yes;Non;Not at al;No;Non;No;yes;Non;Non;informal
2719;LB;Male;<= 19;Never Mar;Rural;Middle;non manua;No;Primary;No;Non;Not at al;No;Non;yes;yes;Oui;Non;informal
2720;TN;Male;25+;Never Mar;Urban;Secondary;manual t;No;No educati;Yes;Oui;Not at al;Yes;Non;No;yes;Non;Non;informal
2721;LB;Male;20 - 24;Never Mar;Urban;Middle;non manua;No;Primary;No;Non;Not at al;Yes;Non;No;No;Non;Non;informal
2722;LB;Male;20 - 24;Never Mar;Urban;Higher;manual t;Yes;Primary;No;Non;Not at al;Yes;Non;yes;yes;Oui;Non;informal
2723;LB;Male;<= 19;Never Mar;Rural;Secondary;non manua;Yes;Primary;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2724;LB;Male;20 - 24;Never Mar;Urban;Middle;manual t;No;Primary;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2726;TN;Male;20 - 24;Never Mar;Urban;Middle;manual t;No;Primary;Yes;Non;Not at al;No;Non;yes;yes;Non;Non;informal
2727;EG;Female;25+;Ever Marr;Rural;Secondary;non manua;No;Secondary;Yes;Oui;Not at al;No;Non;No;No;Non;Non;informal
2728;EG;Male;25+;Never Mar;Rural;Secondary;manual t;No;Secondary;Yes;Oui;Not at al;No;Non;No;No;Oui;Oui;informal
2730;DZ;Female;20 - 24;Never Mar;Urban;Secondary;non manua;Yes;No educati;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2731;EG;Male;25+;Never Mar;Rural;Middle;manual t;No;No educati;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
2732;TN;Male;25+;Never Mar;Urban;Middle;manual t;No;Primary;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2733;EG;Male;20 - 24;Never Mar;Urban;Secondary;manual t;No;No educati;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2734;EG;Male;<= 19;Never Mar;Rural;Primary;manual t;No;No educati;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2735;TN;Female;25+;Never Mar;Urban;Secondary;non manua;No;No educati;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
2736;LB;Male;20 - 24;Never Mar;Urban;Higher;manual t;Yes;Higher;No;Non;Not at al;Yes;Non;yes;yes;Non;Non;informal
2737;TN;Female;25+;Never Mar;Rural;Middle;manual t;No;Middle;No;Non;Not at al;No;Non;yes;No;Oui;Oui;informal
2739;TN;Male;20 - 24;Never Mar;Urban;Middle;non manua;No;Primary;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2740;TN;Male;20 - 24;Never Mar;Rural;Secondary;manual t;No;Primary;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2741;EG;Male;20 - 24;Ever Marr;Urban;Secondary;non manua;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2742;DZ;Male;20 - 24;Never Mar;Urban;Secondary;manual t;No;Middle;Yes;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2743;EG;Female;<= 19;Never Mar;Urban;Middle;manual t;No;No educati;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2745;DZ;Male;20 - 24;Never Mar;Rural;Primary;manual t;No;No educati;Yes;Oui;Completel;No;Non;No;No;Oui;Oui;informal
2746;LB;Male;20 - 24;Never Mar;Urban;Higher;non manua;No;Primary;No;Non;Not at al;No;Non;yes;yes;Non;Non;informal
2747;EG;Male;20 - 24;Never Mar;Urban;Secondary;manual t;No;No educati;Yes;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
2748;TN;Male;25+;Ever Marr;Urban;Middle;manual t;No;Primary;Yes;Non;Not at al;Yes;Non;yes;No;Non;Non;informal
2749;TN;Female;25+;Never Mar;Urban;Secondary;non manua;No;Secondary;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2750;EG;Female;25+;Ever Marr;Rural;Primary;manual t;No;No educati;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2751;LB;Male;25+;Never Mar;Rural;Secondary;non manua;Yes;Secondary;No;Non;Not at al;Yes;Non;yes;yes;Non;Oui;informal
2752;DZ;Male;25+;Ever Marr;Rural;Middle;manual t;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2753;EG;Male;20 - 24;Never Mar;Urban;Middle;non manua;No;Primary;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2754;LB;Male;20 - 24;Ever Marr;Urban;Middle;non manua;No;No educati;No;Oui;Not at al;No;Non;No;yes;Non;Non;informal
2755;EG;Female;25+;Never Mar;Urban;Secondary;manual t;No;No educati;No;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
2756;EG;Male;25+;Never Mar;Rural;Secondary;manual t;No;No educati;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2757;EG;Male;25+;Never Mar;Urban;Secondary;non manua;No;No educati;Yes;Oui;Not at al;No;Non;No;No;Oui;Oui;informal
2758;EG;Male;20 - 24;Ever Marr;Urban;Secondary;non manua;No;No educati;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2759;EG;Male;20 - 24;Never Mar;Urban;Higher;non manua;No;Middle;Yes;Non;Not at al;No;Non;yes;yes;Non;Non;informal
2761;LB;Female;25+;Ever Marr;Rural;Higher;non manua;No;Primary;No;Oui;Not at al;Yes;Non;yes;yes;Non;Non;informal
2762;DZ;Male;25+;Ever Marr;Urban;Middle;manual t;No;No educati;Yes;Non;Completel;No;Non;No;No;Non;Non;informal
2763;EG;Female;<= 19;Never Mar;Rural;Secondary;manual t;No;Middle;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
2764;LB;Male;25+;Never Mar;Urban;Middle;manual t;No;Middle;Yes;Non;Not at al;Yes;Non;No;No;Non;Non;informal
2765;TN;Male;25+;Ever Marr;Urban;Secondary;non manua;No;No educati;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
2766;DZ;Male;25+;Never Mar;Rural;Middle;manual t;No;No educati;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2767;LB;Female;25+;Ever Marr;Urban;Higher;manual t;No;Primary;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2768;DZ;Female;20 - 24;Never Mar;Rural;Middle;manual t;No;Middle;Yes;Oui;Completel;Yes;Non;No;No;Oui;Oui;informal
2770;DZ;Female;25+;Never Mar;Urban;Secondary;non manua;Yes;Higher;Yes;Oui;Not at al;Yes;Non;No;No;Oui;Oui;informal
2771;EG;Male;25+;Ever Marr;Rural;Primary;manual t;No;No educati;Yes;Oui;Not at al;No;Non;No;No;Non;Non;informal
2773;EG;Male;25+;Ever Marr;Rural;Middle;manual t;No;No educati;No;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2774;EG;Male;20 - 24;Never Mar;Rural;Primary;manual t;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2775;DZ;Male;25+;Never Mar;Urban;Secondary;manual t;Yes;Secondary;Yes;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2776;LB;Male;25+;Never Mar;Urban;Higher;non manua;Yes;Higher;No;Non;Not at al;Yes;Non;No;yes;Non;Oui;informal
2777;DZ;Male;25+;Never Mar;Rural;Primary;manual t;No;No educati;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2778;LB;Male;25+;Never Mar;Urban;Higher;non manua;Yes;Middle;No;Oui;Not at al;Yes;Non;yes;yes;Non;Oui;informal
2779;EG;Male;20 - 24;Never Mar;Urban;Secondary;non manua;No;Secondary;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
2780;DZ;Male;25+;Never Mar;Rural;Middle;non manua;No;No educati;No;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2781;DZ;Male;<= 19;Never Mar;Rural;No educati;manual t;No;No educati;No;Non;Completel;No;Non;No;yes;Non;Non;informal
2783;TN;Female;25+;Never Mar;Urban;Middle;non manua;No;Primary;No;Non;Not at al;Yes;Non;yes;No;Non;Non;informal
2784;LB;Female;25+;Never Mar;Urban;Higher;non manua;Yes;Secondary;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2785;TN;Male;20 - 24;Never Mar;Urban;Middle;non manua;No;Primary;Yes;Non;Not at al;Yes;Non;No;No;Non;Non;informal
2786;EG;Male;<= 19;Never Mar;Rural;Middle;manual t;No;No educati;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2787;LB;Male;25+;Ever Marr;Urban;Middle;non manua;No;Secondary;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
2788;LB;Female;<= 19;Never Mar;Rural;Secondary;non manua;No;No educati;No;Oui;Not at al;Yes;Non;No;No;Non;Non;informal
2789;EG;Male;20 - 24;Never Mar;Rural;Higher;non manua;No;Primary;No;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2790;DZ;Female;<= 19;Never Mar;Urban;Primary;manual t;No;No educati;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2791;LB;Male;25+;Ever Marr;Urban;Middle;manual t;Yes;Primary;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2792;EG;Male;20 - 24;Never Mar;Rural;Secondary;non manua;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2793;DZ;Male;25+;Ever Marr;Rural;Primary;manual t;No;No educati;Yes;Oui;Not at al;Yes;Non;yes;yes;Non;Non;informal
2794;LB;Female;25+;Never Mar;Urban;Secondary;non manua;No;Middle;No;Non;Not at al;Yes;Non;No;No;Non;Non;informal
2796;TN;Male;25+;Never Mar;Urban;Higher;manual t;No;No educati;Yes;Oui;Not at al;No;Non;No;No;Non;Non;informal
2797;DZ;Female;25+;Ever Marr;Rural;Middle;manual t;No;No educati;No;Oui;Completel;No;Non;No;yes;Non;Non;informal
2798;TN;Male;25+;Never Mar;Rural;Middle;manual t;No;Primary;No;Oui;Not at al;Yes;Non;No;No;Non;Non;informal
2799;EG;Male;25+;Ever Marr;Rural;Secondary;manual t;No;Secondary;Yes;Oui;Not at al;No;Non;No;No;Non;Oui;informal
2801;TN;Female;20 - 24;Never Mar;Urban;Secondary;non manua;No;Primary;Yes;Oui;Not at al;Yes;Non;No;yes;Oui;Oui;informal
2802;DZ;Female;20 - 24;Ever Marr;Rural;Secondary;manual t;No;Middle;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2803;EG;Male;25+;Never Mar;Urban;Secondary;non manua;No;Primary;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2805;EG;Male;20 - 24;Never Mar;Rural;Middle;manual t;No;Middle;Yes;Oui;Not at al;No;Non;No;yes;Non;Non;informal
2806;DZ;Male;20 - 24;Never Mar;Rural;Middle;non manua;No;Secondary;Yes;Oui;Not at al;Yes;Non;No;No;Non;Non;informal
2808;LB;Male;20 - 24;Never Mar;Urban;Higher;non manua;Yes;Middle;Yes;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2809;LB;Female;<= 19;Never Mar;Urban;Middle;manual t;Yes;Secondary;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2811;LB;Male;25+;Never Mar;Urban;Primary;manual t;No;Primary;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2813;EG;Male;<= 19;Never Mar;Rural;Secondary;manual t;No;Middle;Yes;Oui;Not at al;No;Non;yes;No;Oui;Oui;informal
2814;TN;Male;25+;Never Mar;Urban;Middle;manual t;No;Middle;No;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2815;TN;Male;25+;Ever Marr;Urban;Secondary;non manua;No;Primary;Yes;Oui;Not at al;No;Non;No;No;Non;Non;informal
2816;EG;Male;20 - 24;Never Mar;Rural;Secondary;manual t;No;No educati;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
2817;LB;Male;25+;Never Mar;Urban;Primary;manual t;No;Primary;No;Non;Not at al;Yes;Non;yes;No;Non;Non;informal
2818;EG;Male;<= 19;Never Mar;Rural;Secondary;non manua;No;Primary;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2819;TN;Male;25+;Never Mar;Urban;Higher;non manua;Yes;Higher;Yes;Non;Not at al;Yes;Non;No;No;Non;Non;informal
2820;DZ;Male;20 - 24;Never Mar;Urban;Middle;non manua;No;Middle;Yes;Oui;Completel;No;Non;No;No;Non;Non;informal
2821;LB;Female;25+;Never Mar;Rural;Middle;non manua;No;No educati;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2822;TN;Male;<= 19;Never Mar;Rural;Middle;manual t;No;No educati;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2823;DZ;Male;25+;Never Mar;Urban;Secondary;manual t;No;Middle;Yes;Non;Completel;No;Non;No;No;Non;Non;informal
2824;LB;Male;20 - 24;Never Mar;Urban;Middle;non manua;Yes;Middle;No;Non;Not at al;No;Non;No;yes;Non;Non;informal
2825;TN;Male;<= 19;Never Mar;Urban;Secondary;manual t;No;Secondary;Yes;Non;Not at al;No;Non;No;yes;Oui;Oui;informal
2826;EG;Male;25+;Never Mar;Urban;Higher;non manua;No;Secondary;Yes;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
2827;LB;Male;25+;Never Mar;Urban;Middle;non manua;Yes;Middle;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2828;TN;Male;20 - 24;Never Mar;Rural;Secondary;manual t;No;Secondary;No;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2830;EG;Male;<= 19;Never Mar;Rural;Primary;manual t;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2832;DZ;Female;<= 19;Never Mar;Urban;Middle;non manua;No;Middle;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2833;LB;Female;25+;Never Mar;Urban;Higher;non manua;Yes;Primary;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2834;EG;Male;25+;Ever Marr;Urban;Primary;manual t;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2835;TN;Male;<= 19;Never Mar;Rural;Primary;manual t;No;Primary;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
2836;TN;Male;<= 19;Never Mar;Urban;Middle;non manua;No;Primary;No;Non;Not at al;No;Non;No;No;Oui;Oui;informal
2837;TN;Male;25+;Never Mar;Urban;Middle;non manua;No;Primary;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2838;TN;Male;20 - 24;Never Mar;Urban;Secondary;manual t;No;No educati;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2839;TN;Male;<= 19;Never Mar;Rural;Middle;manual t;No;Middle;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2840;LB;Male;20 - 24;Never Mar;Rural;Secondary;non manua;Yes;Secondary;No;Non;Not at al;Yes;Non;yes;yes;Non;Non;informal
2843;TN;Male;20 - 24;Never Mar;Rural;Middle;manual t;No;No educati;No;Oui;Not at al;Yes;Non;No;No;Non;Non;informal
2844;DZ;Male;20 - 24;Never Mar;Urban;Primary;manual t;No;Secondary;No;Oui;Not at al;Yes;Non;No;No;Non;Non;informal
2845;EG;Male;20 - 24;Ever Marr;Rural;Secondary;manual t;No;Secondary;No;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
2846;EG;Male;20 - 24;Never Mar;Rural;Secondary;manual t;No;Secondary;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2847;EG;Male;25+;Ever Marr;Rural;Primary;manual t;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2849;TN;Male;<= 19;Never Mar;Urban;Middle;manual t;No;Primary;No;Oui;Not at al;Yes;Non;No;No;Non;Oui;informal
2850;EG;Male;20 - 24;Ever Marr;Urban;Primary;non manua;No;Primary;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2851;LB;Female;<= 19;Never Mar;Urban;Higher;manual t;No;Middle;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
2852;DZ;Male;25+;Never Mar;Rural;Middle;manual t;No;Middle;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
2854;TN;Male;25+;Never Mar;Urban;Secondary;non manua;No;Primary;Yes;Oui;Not at al;No;Non;No;No;Oui;Non;informal
2856;TN;Male;25+;Never Mar;Urban;Middle;non manua;No;Middle;No;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2857;LB;Male;20 - 24;Never Mar;Urban;Middle;non manua;No;Primary;No;Non;Not at al;No;Non;No;yes;Non;Non;informal
2858;DZ;Male;<= 19;Never Mar;Urban;Middle;manual t;Yes;Middle;Yes;Non;Completel;No;Non;No;No;Oui;Oui;informal
2859;DZ;Male;20 - 24;Never Mar;Urban;Higher;non manua;No;Middle;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2861;EG;Male;20 - 24;Never Mar;Rural;Secondary;non manua;No;Middle;No;Non;Not at al;No;Non;yes;yes;Oui;Non;informal
2863;TN;Female;20 - 24;Never Mar;Urban;Middle;non manua;No;Middle;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2864;DZ;Male;20 - 24;Never Mar;Rural;Higher;manual t;Yes;Secondary;Yes;Oui;Completel;Yes;Non;No;No;Non;Non;informal
2865;DZ;Female;20 - 24;Never Mar;Urban;Middle;manual t;No;No educati;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
2866;TN;Male;25+;Never Mar;Rural;Secondary;non manua;No;Primary;Yes;Oui;Not at al;No;Non;No;No;Non;Non;informal
2867;TN;Male;<= 19;Never Mar;Urban;Middle;non manua;Yes;Primary;Yes;Non;Not at al;No;Non;No;No;Oui;Non;informal
2868;DZ;Male;<= 19;Never Mar;Urban;Secondary;manual t;No;Secondary;Yes;Non;Completel;No;Non;yes;yes;Oui;Oui;informal
2870;TN;Male;20 - 24;Never Mar;Urban;Middle;non manua;No;Primary;No;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2871;TN;Male;<= 19;Never Mar;Urban;Secondary;non manua;Yes;Secondary;Yes;Non;Not at al;Yes;Non;yes;No;Non;Oui;informal
2872;LB;Male;20 - 24;Never Mar;Rural;Higher;non manua;Yes;Primary;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2873;EG;Male;<= 19;Never Mar;Rural;Middle;manual t;No;No educati;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2874;DZ;Male;20 - 24;Never Mar;Rural;Middle;manual t;No;No educati;No;Non;Not at al;Yes;Non;No;No;Non;Non;informal
2875;EG;Male;25+;Ever Marr;Urban;Primary;non manua;No;No educati;Yes;Oui;Not at al;No;Non;No;No;Non;Non;informal
2876;LB;Male;25+;Never Mar;Urban;Primary;non manua;No;Primary;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2877;DZ;Male;25+;Never Mar;Rural;Middle;non manua;No;Secondary;Yes;Oui;Completel;No;Non;No;No;Non;Non;informal
2878;TN;Male;20 - 24;Never Mar;Urban;Middle;manual t;No;Primary;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2879;TN;Male;25+;Never Mar;Rural;Primary;non manua;No;No educati;No;Non;Not at al;Yes;Non;No;No;Non;Non;informal
2880;LB;Female;20 - 24;Never Mar;Urban;Higher;manual t;Yes;Middle;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2884;EG;Male;25+;Ever Marr;Rural;Secondary;non manua;No;No educati;Yes;Oui;Not at al;No;Non;No;No;Non;Non;informal
2885;EG;Male;20 - 24;Never Mar;Urban;Middle;non manua;No;No educati;No;Oui;Not at al;Yes;Non;No;No;Non;Non;informal
2886;EG;Male;25+;Ever Marr;Urban;Secondary;non manua;No;Higher;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2887;TN;Female;25+;Ever Marr;Urban;Higher;non manua;No;Secondary;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2888;EG;Male;20 - 24;Never Mar;Rural;Middle;manual t;No;No educati;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2890;EG;Female;25+;Ever Marr;Rural;Secondary;manual t;No;No educati;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
2891;EG;Male;20 - 24;Never Mar;Rural;Secondary;manual t;No;No educati;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2892;EG;Male;20 - 24;Never Mar;Rural;Secondary;manual t;No;No educati;Yes;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
2893;DZ;Male;20 - 24;Never Mar;Urban;Middle;manual t;No;Secondary;Yes;Non;Completel;Yes;Non;yes;yes;Non;Non;informal
2895;TN;Male;<= 19;Never Mar;Urban;Middle;non manua;No;Middle;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2897;LB;Female;25+;Never Mar;Urban;Higher;non manua;Yes;Primary;No;Non;Not at al;Yes;Non;yes;No;Non;Non;informal
2898;DZ;Female;25+;Never Mar;Rural;Primary;manual t;No;No educati;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
2899;EG;Male;20 - 24;Never Mar;Urban;Higher;non manua;No;No educati;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2900;EG;Male;25+;Never Mar;Rural;Primary;non manua;No;No educati;No;Oui;Not at al;No;Non;No;yes;Oui;Non;informal
2901;TN;Male;20 - 24;Never Mar;Urban;Higher;manual t;No;Secondary;Yes;Oui;Not at al;No;Non;yes;yes;Non;Non;informal
2903;EG;Male;<= 19;Never Mar;Rural;Primary;manual t;No;No educati;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2906;LB;Female;25+;Ever Marr;Urban;Higher;non manua;No;Secondary;Yes;Non;Not at al;Yes;Non;yes;No;Non;Non;informal
2907;EG;Male;20 - 24;Never Mar;Rural;Secondary;manual t;No;No educati;Yes;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
2908;EG;Male;20 - 24;Never Mar;Rural;Middle;manual t;No;No educati;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
2910;LB;Female;25+;Ever Marr;Rural;Middle;manual t;No;Primary;No;Oui;Not at al;Yes;Non;yes;yes;Non;Non;informal
2911;EG;Male;25+;Ever Marr;Rural;Secondary;non manua;No;No educati;Yes;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
2912;EG;Male;25+;Never Mar;Urban;Higher;non manua;No;Higher;Yes;Oui;Not at al;No;Non;No;No;Oui;Non;informal
2913;LB;Male;25+;Never Mar;Urban;Secondary;manual t;No;Middle;No;Non;Not at al;Yes;Non;No;No;Non;Non;informal
2914;LB;Female;<= 19;Never Mar;Urban;Secondary;non manua;Yes;Secondary;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2916;LB;Male;25+;Never Mar;Urban;Primary;manual t;No;No educati;No;Non;Not at al;No;Non;yes;No;Oui;Non;informal
2917;TN;Male;20 - 24;Never Mar;Urban;Secondary;manual t;No;No educati;Yes;Oui;Not at al;No;Non;No;No;Non;Non;informal
2918;TN;Female;<= 19;Never Mar;Rural;Middle;non manua;No;Primary;No;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2920;DZ;Male;20 - 24;Never Mar;Urban;Secondary;non manua;Yes;Primary;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2921;EG;Male;25+;Ever Marr;Rural;Secondary;manual t;No;Primary;Yes;Oui;Not at al;No;Non;No;No;Non;Non;informal
2923;TN;Male;25+;Never Mar;Urban;Secondary;non manua;No;Middle;No;Oui;Not at al;No;Non;No;yes;Non;Non;informal
2924;TN;Male;25+;Never Mar;Rural;Secondary;manual t;No;No educati;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2925;DZ;Female;20 - 24;Never Mar;Urban;Higher;non manua;Yes;Higher;Yes;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2926;EG;Male;25+;Ever Marr;Rural;Secondary;non manua;No;Secondary;Yes;Oui;Not at al;Yes;Non;No;yes;Oui;Oui;informal
2929;EG;Male;25+;Ever Marr;Rural;Secondary;manual t;No;No educati;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
2931;TN;Male;25+;Never Mar;Urban;Primary;non manua;No;No educati;No;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2932;EG;Male;25+;Ever Marr;Rural;Middle;manual t;No;No educati;No;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2933;LB;Female;25+;Ever Marr;Urban;Higher;non manua;Yes;Middle;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2934;LB;Female;25+;Never Mar;Urban;Higher;non manua;No;Middle;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2936;LB;Female;25+;Never Mar;Urban;Primary;manual t;No;Primary;No;Non;Not at al;Yes;Non;No;No;Non;Non;informal
2937;TN;Male;20 - 24;Never Mar;Rural;Middle;non manua;No;No educati;Yes;Oui;Not at al;No;Non;No;No;Non;Non;informal
2939;LB;Male;25+;Ever Marr;Rural;Higher;non manua;Yes;Primary;No;Oui;Not at al;No;Non;yes;yes;Non;Non;informal
2940;EG;Male;20 - 24;Never Mar;Urban;Secondary;non manua;No;Primary;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
2941;DZ;Male;20 - 24;Never Mar;Urban;Secondary;non manua;No;Primary;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2943;TN;Male;25+;Never Mar;Rural;Middle;non manua;No;Middle;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Non;informal
2945;LB;Male;25+;Ever Marr;Rural;Higher;non manua;No;Middle;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2946;EG;Male;25+;Ever Marr;Rural;No educati;non manua;No;No educati;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
2947;DZ;Male;20 - 24;Never Mar;Rural;Primary;manual t;No;No educati;No;Oui;Completel;No;Non;No;No;Non;Non;informal
2949;DZ;Male;20 - 24;Never Mar;Rural;Middle;manual t;No;No educati;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2951;DZ;Male;20 - 24;Never Mar;Urban;Middle;non manua;No;No educati;Yes;Oui;Completel;Yes;Non;No;yes;Oui;Non;informal
2953;DZ;Male;<= 19;Never Mar;Urban;Secondary;manual t;No;Secondary;Yes;Non;Completel;Yes;Non;No;No;Non;Non;informal
2954;EG;Male;20 - 24;Never Mar;Urban;Secondary;manual t;No;No educati;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2956;LB;Male;25+;Never Mar;Rural;Higher;non manua;Yes;Primary;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2957;LB;Female;25+;Never Mar;Urban;Higher;non manua;Yes;Higher;Yes;Non;Not at al;Yes;Non;yes;yes;Non;Non;informal
2958;EG;Male;20 - 24;Never Mar;Rural;Secondary;manual t;No;No educati;Yes;Oui;Not at al;No;Non;No;No;Non;Non;informal
2959;EG;Male;<= 19;Never Mar;Urban;Secondary;non manua;No;No educati;Yes;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
2960;LB;Male;25+;Never Mar;Urban;Middle;non manua;Yes;Primary;No;Non;Not at al;No;Non;No;No;Non;Non;informal
