;country;Gender;Age;Marital status;Stratum Urban;HM25_1;Natur of work;Level of Wealth;Fathers level education;Parent_affiliated_with Social Security;Participation in elections;Freedom to speach out about government;Resort to nepotism;Trust in Parliment;Trust in employers;Trust in associations;Trust in political_parties;Political system;Formality
2644;LB;Female;25+;Ever Marr;Rural;Middle;non manua;No;Middle;No;Oui;Not at al;No;Non;yes;yes;Non;Non;informal
1429;DZ;Male;25+;Never Mar;Rural;Primary;manual t;No;No educati;No;Oui;Not at al;No;Non;yes;No;Non;Non;informal
19;EG;Female;25+;Never Mar;Urban;Higher;non manua;Yes;Higher;Yes;Oui;Not at al;No;Non;No;yes;Oui;Oui;formal
2967;DZ;Male;25+;Never Mar;Rural;Middle;manual t;No;No educati;Yes;Oui;Not at al;No;Non;yes;yes;Non;Non;informal
611;LB;Male;25+;Never Mar;Urban;Secondary;non manua;No;Middle;Yes;Non;Not at al;Yes;Non;yes;yes;Non;Oui;formal
742;LB;Male;20 - 24;Never Mar;Urban;Middle;non manua;No;Secondary;No;Non;Not at al;Yes;Non;yes;yes;Non;Non;formal
2680;DZ;Male;25+;Never Mar;Rural;Middle;manual t;No;No educati;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2886;EG;Male;25+;Ever Marr;Urban;Secondary;non manua;No;Higher;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
1757;DZ;Male;20 - 24;Never Mar;Urban;Secondary;manual t;No;Primary;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
1090;EG;Male;20 - 24;Never Mar;Urban;Higher;non manua;No;Secondary;Yes;Oui;Not at al;No;Non;No;No;Non;Non;informal
898;LB;Male;25+;Never Mar;Urban;Higher;non manua;No;Primary;Yes;Non;Not at al;No;Non;No;No;Oui;Oui;formal
253;LB;Female;25+;Ever Marr;Urban;Higher;non manua;No;Middle;No;Oui;Not at al;Yes;Non;No;No;Non;Non;formal
2477;TN;Male;25+;Never Mar;Urban;Middle;non manua;No;Primary;Yes;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2123;TN;Male;<= 19;Never Mar;Urban;Middle;non manua;No;Secondary;No;Non;Not at al;Yes;Non;No;No;Non;Non;informal
2945;LB;Male;25+;Ever Marr;Rural;Higher;non manua;No;Middle;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2491;TN;Male;25+;Never Mar;Urban;Primary;non manua;No;Primary;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
1993;EG;Male;20 - 24;Never Mar;Rural;Middle;non manua;No;No educati;No;Non;Completel;No;Non;No;No;Non;Non;informal
1192;EG;Male;<= 19;Never Mar;Urban;No educati;non manua;No;No educati;No;Non;Not at al;No;Non;No;No;Non;Non;informal
524;DZ;Male;25+;Never Mar;Urban;Secondary;manual t;Yes;Secondary;Yes;Oui;Completel;Yes;Non;yes;yes;Oui;Oui;formal
1083;TN;Male;25+;Never Mar;Urban;Higher;manual t;No;Primary;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2959;EG;Male;<= 19;Never Mar;Urban;Secondary;non manua;No;No educati;Yes;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
722;LB;Female;25+;Ever Marr;Urban;Higher;non manua;Yes;Middle;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;formal
2753;EG;Male;20 - 24;Never Mar;Urban;Middle;non manua;No;Primary;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
1402;EG;Male;25+;Never Mar;Rural;Primary;manual t;No;No educati;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
1337;EG;Male;25+;Ever Marr;Rural;Secondary;manual t;No;Primary;Yes;Oui;Not at al;No;Non;No;No;Non;Non;informal
1638;TN;Male;25+;Never Mar;Urban;Secondary;manual t;No;Middle;Yes;Oui;Not at al;No;Non;No;No;Non;Non;informal
2690;LB;Male;25+;Ever Marr;Urban;Middle;non manua;Yes;Middle;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
1789;EG;Male;20 - 24;Never Mar;Rural;Secondary;manual t;No;Secondary;Yes;Non;Not at al;No;Non;yes;yes;Oui;Non;informal
2898;DZ;Female;25+;Never Mar;Rural;Primary;manual t;No;No educati;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
1495;EG;Male;20 - 24;Never Mar;Rural;Secondary;manual t;No;Primary;No;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
2839;TN;Male;<= 19;Never Mar;Rural;Middle;manual t;No;Middle;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
1885;EG;Male;<= 19;Never Mar;Rural;Secondary;non manua;No;Primary;Yes;Oui;Not at al;No;Non;No;yes;Non;Non;informal
180;LB;Male;25+;Never Mar;Urban;Higher;non manua;Yes;Secondary;Yes;Oui;Not at al;Yes;Non;No;No;Non;Non;formal
2005;LB;Female;25+;Ever Marr;Urban;Middle;manual t;No;Middle;No;Non;Not at al;Yes;Non;No;No;Non;Non;informal
1087;EG;Male;20 - 24;Never Mar;Rural;Primary;non manua;No;Primary;No;Non;Not at al;No;Non;No;yes;Oui;Oui;informal
2891;EG;Male;20 - 24;Never Mar;Rural;Secondary;manual t;No;No educati;No;Non;Not at al;No;Non;No;No;Non;Non;informal
988;TN;Female;25+;Never Mar;Rural;Higher;non manua;No;Primary;Yes;Non;Not at al;No;Non;No;No;Oui;Oui;informal
2277;TN;Male;25+;Never Mar;Urban;Secondary;non manua;No;Secondary;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2230;EG;Male;<= 19;Never Mar;Rural;Secondary;manual t;No;No educati;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2635;DZ;Male;<= 19;Never Mar;Urban;Middle;non manua;No;Secondary;No;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
112;LB;Female;25+;Never Mar;Urban;Higher;non manua;No;Middle;Yes;Oui;Not at al;Yes;Non;yes;yes;Non;Non;formal
2892;EG;Male;20 - 24;Never Mar;Rural;Secondary;manual t;No;No educati;Yes;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
283;TN;Male;25+;Never Mar;Urban;Higher;non manua;No;Primary;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
117;LB;Male;25+;Never Mar;Urban;Secondary;non manua;No;Secondary;Yes;Non;Not at al;Yes;Non;No;No;Non;Non;formal
1675;DZ;Male;25+;Never Mar;Rural;Middle;manual t;No;No educati;No;Non;Completel;No;Non;No;yes;Oui;Oui;informal
1673;DZ;Male;<= 19;Never Mar;Urban;Middle;manual t;No;Primary;Yes;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
1937;EG;Male;20 - 24;Never Mar;Urban;Secondary;non manua;No;Middle;No;Non;Not at al;No;Non;No;yes;Non;Non;informal
656;TN;Male;25+;Never Mar;Urban;Higher;non manua;No;Secondary;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
710;LB;Female;25+;Never Mar;Urban;Higher;non manua;Yes;Secondary;Yes;Oui;Not at al;Yes;Non;No;No;Non;Oui;formal
1997;EG;Male;25+;Never Mar;Urban;Secondary;non manua;No;Secondary;Yes;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2512;EG;Male;25+;Ever Marr;Rural;Secondary;manual t;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2633;LB;Male;20 - 24;Never Mar;Urban;Middle;non manua;Yes;Primary;Yes;Non;Not at al;Yes;Non;No;yes;Oui;Non;informal
454;LB;Male;25+;Never Mar;Rural;Secondary;non manua;Yes;Primary;Yes;Oui;Not at al;Yes;Non;yes;No;Non;Non;formal
1333;EG;Male;25+;Never Mar;Rural;Secondary;manual t;No;Secondary;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
2703;EG;Male;<= 19;Never Mar;Rural;Secondary;non manua;No;No educati;No;Oui;Not at al;No;Non;No;No;Oui;Oui;informal
1976;EG;Male;20 - 24;Never Mar;Rural;Middle;manual t;No;No educati;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2454;LB;Male;25+;Never Mar;Rural;Secondary;manual t;No;Primary;No;Oui;Not at al;Yes;Non;No;No;Non;Non;informal
2820;DZ;Male;20 - 24;Never Mar;Urban;Middle;non manua;No;Middle;Yes;Oui;Completel;No;Non;No;No;Non;Non;informal
506;LB;Female;25+;Never Mar;Urban;Higher;non manua;Yes;Secondary;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;formal
1528;LB;Female;<= 19;Never Mar;Urban;Secondary;non manua;No;No educati;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
2446;EG;Male;<= 19;Never Mar;Rural;Higher;non manua;No;Middle;No;Non;Not at al;No;Non;yes;yes;Oui;Non;informal
991;DZ;Male;25+;Never Mar;Urban;Secondary;non manua;No;No educati;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2893;DZ;Male;20 - 24;Never Mar;Urban;Middle;manual t;No;Secondary;Yes;Non;Completel;Yes;Non;yes;yes;Non;Non;informal
706;DZ;Male;25+;Never Mar;Urban;Higher;non manua;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
2757;EG;Male;25+;Never Mar;Urban;Secondary;non manua;No;No educati;Yes;Oui;Not at al;No;Non;No;No;Oui;Oui;informal
2108;LB;Male;<= 19;Never Mar;Urban;Middle;non manua;No;Middle;No;Non;Not at al;No;Non;No;No;Non;Non;informal
292;LB;Female;20 - 24;Ever Marr;Rural;Higher;non manua;No;Middle;Yes;Non;Not at al;No;Non;No;yes;Oui;Non;formal
1921;LB;Male;25+;Never Mar;Urban;Middle;non manua;No;No educati;No;Non;Not at al;No;Non;yes;No;Non;Non;informal
1666;EG;Male;25+;Never Mar;Urban;Middle;manual t;No;Secondary;Yes;Oui;Not at al;No;Non;No;No;Non;Non;informal
2632;EG;Male;25+;Ever Marr;Rural;Secondary;manual t;No;No educati;No;Oui;Not at al;No;Non;No;yes;Non;Non;informal
2338;TN;Male;25+;Never Mar;Urban;Higher;non manua;No;Secondary;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
2126;EG;Male;20 - 24;Never Mar;Rural;Higher;manual t;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
723;DZ;Female;25+;Never Mar;Urban;Secondary;non manua;No;Higher;Yes;Oui;Completel;No;Non;No;yes;Oui;Oui;formal
2808;LB;Male;20 - 24;Never Mar;Urban;Higher;non manua;Yes;Middle;Yes;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2326;LB;Female;25+;Ever Marr;Rural;Primary;manual t;No;No educati;No;Non;Completel;No;Non;yes;yes;Oui;Oui;informal
545;LB;Male;25+;Never Mar;Urban;Middle;non manua;No;No educati;Yes;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
2175;LB;Male;20 - 24;Never Mar;Urban;Middle;non manua;No;No educati;No;Non;Completel;No;Non;No;No;Non;Non;informal
2042;TN;Female;25+;Never Mar;Urban;Secondary;non manua;No;Primary;Yes;Oui;Not at al;No;Non;No;No;Non;Non;informal
165;LB;Male;25+;Never Mar;Urban;Secondary;non manua;No;Primary;No;Non;Not at al;Yes;Non;yes;No;Non;Non;formal
1799;LB;Male;20 - 24;Never Mar;Rural;Higher;non manua;Yes;Primary;No;Non;Not at al;Yes;Non;No;yes;Non;Non;informal
2359;TN;Male;<= 19;Never Mar;Rural;Middle;manual t;No;Primary;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
1584;TN;Male;25+;Never Mar;Urban;Secondary;manual t;No;Primary;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2914;LB;Female;<= 19;Never Mar;Urban;Secondary;non manua;Yes;Secondary;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
743;EG;Male;25+;Never Mar;Rural;Secondary;manual t;No;Secondary;Yes;Non;Not at al;No;Non;No;No;Non;Non;formal
2117;EG;Male;25+;Never Mar;Rural;Primary;manual t;No;No educati;Yes;Oui;Not at al;No;Non;No;No;Non;Non;informal
211;LB;Female;25+;Never Mar;Urban;Higher;non manua;Yes;Secondary;No;Non;Not at al;Yes;Non;No;No;Non;Non;formal
1323;LB;Female;<= 19;Never Mar;Urban;Secondary;non manua;No;Middle;No;Non;Not at al;No;Non;No;No;Non;Non;informal
684;LB;Female;25+;Never Mar;Urban;Secondary;non manua;No;Middle;Yes;Oui;Not at al;No;Non;yes;yes;Non;Oui;formal
2623;EG;Male;25+;Ever Marr;Rural;Middle;manual t;No;No educati;No;Oui;Not at al;No;Non;No;No;Oui;Non;informal
2292;EG;Female;<= 19;Never Mar;Rural;Middle;manual t;No;No educati;No;Non;Not at al;No;Non;No;No;Oui;Oui;informal
222;DZ;Male;25+;Never Mar;Rural;Higher;non manua;Yes;Primary;Yes;Oui;Not at al;Yes;Non;No;yes;Non;Non;formal
328;TN;Female;25+;Never Mar;Rural;Higher;non manua;No;Secondary;Yes;Oui;Not at al;No;Non;No;yes;Oui;Oui;formal
865;EG;Male;25+;Ever Marr;Rural;Secondary;manual t;No;Secondary;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
450;LB;Male;20 - 24;Never Mar;Urban;Higher;non manua;Yes;Secondary;Yes;Oui;Not at al;Yes;Non;yes;No;Non;Non;formal
138;DZ;Female;25+;Never Mar;Urban;Secondary;non manua;No;No educati;Yes;Non;Not at al;Yes;Non;No;No;Non;Non;formal
227;TN;Female;20 - 24;Never Mar;Urban;Secondary;non manua;No;Secondary;Yes;Oui;Not at al;No;Non;No;No;Non;Non;formal
938;TN;Male;25+;Never Mar;Urban;Higher;non manua;No;Middle;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
2748;TN;Male;25+;Ever Marr;Urban;Middle;manual t;No;Primary;Yes;Non;Not at al;Yes;Non;yes;No;Non;Non;informal
1668;EG;Male;20 - 24;Never Mar;Rural;Higher;non manua;No;Middle;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
2041;TN;Female;20 - 24;Never Mar;Urban;Higher;non manua;No;No educati;No;Non;Not at al;No;Non;No;No;Non;Non;informal
1995;EG;Male;20 - 24;Never Mar;Urban;Primary;manual t;No;No educati;No;Oui;Not at al;No;Non;yes;No;Oui;Oui;informal
2008;LB;Male;20 - 24;Never Mar;Rural;Secondary;non manua;Yes;Primary;Yes;Non;Not at al;Yes;Non;yes;yes;Non;Oui;informal
2888;EG;Male;20 - 24;Never Mar;Rural;Middle;manual t;No;No educati;No;Non;Not at al;No;Non;No;No;Non;Non;informal
1332;LB;Male;25+;Ever Marr;Urban;Secondary;non manua;No;Secondary;Yes;Non;Not at al;Yes;Non;yes;No;Non;Non;informal
1952;EG;Male;20 - 24;Never Mar;Rural;Secondary;manual t;No;Middle;Yes;Oui;Not at al;No;Non;yes;yes;Non;Non;informal
2071;EG;Male;20 - 24;Never Mar;Rural;Primary;non manua;No;No educati;No;Non;Not at al;No;Non;yes;yes;Non;Non;informal
963;LB;Male;25+;Never Mar;Urban;Higher;non manua;Yes;Middle;Yes;Non;Not at al;No;Non;yes;yes;Non;Non;formal
1866;TN;Female;25+;Never Mar;Rural;Higher;manual t;No;Primary;Yes;Non;Not at al;Yes;Non;No;No;Oui;Non;informal
2717;TN;Female;20 - 24;Never Mar;Rural;Secondary;non manua;No;No educati;Yes;Oui;Not at al;No;Non;No;No;Non;Non;informal
725;EG;Female;25+;Ever Marr;Rural;Secondary;non manua;No;Middle;Yes;Oui;Not at al;No;Non;No;No;Oui;Oui;formal
1;DZ;Female;25+;Never Mar;Urban;Secondary;non manua;No;Middle;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
2585;TN;Male;25+;Never Mar;Rural;Higher;manual t;No;Primary;Yes;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
785;DZ;Male;25+;Never Mar;Rural;Higher;non manua;No;No educati;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
1923;DZ;Male;<= 19;Never Mar;Urban;Middle;non manua;No;No educati;No;Non;Completel;Yes;Non;No;No;Non;Non;informal
1482;TN;Male;25+;Never Mar;Urban;Secondary;manual t;No;Higher;Yes;Non;Not at al;No;Non;yes;yes;Oui;Non;informal
2830;EG;Male;<= 19;Never Mar;Rural;Primary;manual t;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
1779;TN;Male;<= 19;Never Mar;Urban;Middle;non manua;No;Primary;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2185;LB;Male;25+;Never Mar;Rural;Higher;non manua;Yes;No educati;No;Non;Not at al;Yes;Non;yes;No;Non;Non;informal
1310;DZ;Female;20 - 24;Never Mar;Urban;Secondary;manual t;No;No educati;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2872;LB;Male;20 - 24;Never Mar;Rural;Higher;non manua;Yes;Primary;Yes;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
1918;EG;Male;<= 19;Never Mar;Rural;Secondary;non manua;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2376;TN;Male;20 - 24;Never Mar;Urban;Middle;non manua;No;Secondary;Yes;Oui;Not at al;Yes;Non;No;No;Non;Non;informal
747;TN;Female;25+;Ever Marr;Urban;Secondary;non manua;No;Secondary;No;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
768;TN;Male;25+;Never Mar;Urban;Higher;non manua;No;Primary;Yes;Oui;Not at al;No;Non;No;yes;Oui;Oui;formal
1446;EG;Male;25+;Ever Marr;Rural;Primary;manual t;No;No educati;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
356;DZ;Male;20 - 24;Never Mar;Rural;Secondary;non manua;Yes;Higher;Yes;Non;Completel;Yes;Non;No;No;Non;Non;formal
732;DZ;Male;20 - 24;Never Mar;Rural;Secondary;non manua;No;Middle;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
1662;EG;Male;25+;Ever Marr;Rural;Middle;manual t;No;No educati;No;Oui;Not at al;No;Non;No;No;Oui;Non;informal
1720;EG;Male;25+;Never Mar;Urban;Secondary;manual t;No;Middle;Yes;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
800;DZ;Male;25+;Never Mar;Urban;Middle;non manua;No;Primary;Yes;Oui;Completel;No;Non;No;No;Non;Non;formal
1472;DZ;Male;25+;Never Mar;Rural;Primary;manual t;No;No educati;Yes;Oui;Not at al;Yes;Non;No;No;Oui;Non;informal
2085;EG;Male;20 - 24;Ever Marr;Rural;Secondary;non manua;No;Primary;Yes;Oui;Not at al;No;Non;No;No;Non;Non;informal
1108;TN;Female;25+;Never Mar;Urban;Secondary;non manua;No;Higher;Yes;Oui;Not at al;No;Non;yes;No;Oui;Non;informal
1501;EG;Male;25+;Never Mar;Rural;Secondary;manual t;Yes;No educati;Yes;Oui;Not at al;No;Non;yes;No;Non;Non;informal
1620;TN;Male;20 - 24;Never Mar;Urban;Secondary;non manua;No;Middle;Yes;Non;Not at al;Yes;Non;yes;No;Non;Non;informal
1630;LB;Male;25+;Ever Marr;Urban;Secondary;manual t;No;Higher;Yes;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
2683;EG;Male;25+;Never Mar;Urban;Middle;manual t;No;No educati;No;Oui;Not at al;No;Non;No;yes;Non;Oui;informal
1747;EG;Male;<= 19;Never Mar;Rural;Secondary;manual t;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Non;Non;informal
2432;TN;Female;20 - 24;Never Mar;Urban;Higher;manual t;No;Middle;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
1791;LB;Male;25+;Never Mar;Urban;Middle;manual t;No;Middle;No;Non;Not at al;Yes;Non;No;No;Non;Non;informal
1955;LB;Male;25+;Never Mar;Urban;Higher;non manua;Yes;Middle;Yes;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
1562;EG;Male;<= 19;Never Mar;Rural;Secondary;non manua;No;Secondary;Yes;Oui;Not at al;No;Non;yes;yes;Non;Oui;informal
2901;TN;Male;20 - 24;Never Mar;Urban;Higher;manual t;No;Secondary;Yes;Oui;Not at al;No;Non;yes;yes;Non;Non;informal
2924;TN;Male;25+;Never Mar;Rural;Secondary;manual t;No;No educati;No;Non;Not at al;No;Non;No;No;Non;Non;informal
1930;TN;Male;25+;Never Mar;Urban;Middle;manual t;No;Primary;No;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
1202;TN;Male;<= 19;Never Mar;Urban;Middle;non manua;No;Primary;Yes;Non;Not at al;Yes;Non;No;No;Oui;Oui;informal
896;TN;Male;25+;Never Mar;Rural;Middle;non manua;No;No educati;Yes;Non;Not at al;Yes;Non;No;yes;Non;Non;formal
1875;DZ;Male;<= 19;Never Mar;Urban;Middle;non manua;No;Primary;Yes;Non;Completel;Yes;Non;No;yes;Non;Non;informal
2145;LB;Male;<= 19;Never Mar;Urban;Secondary;non manua;Yes;Primary;No;Non;Not at al;Yes;Non;No;No;Non;Non;informal
2025;LB;Female;25+;Never Mar;Urban;Higher;non manua;Yes;Middle;No;Oui;Not at al;No;Non;yes;yes;Non;Non;informal
1363;TN;Male;20 - 24;Never Mar;Urban;Higher;manual t;No;Primary;Yes;Non;Not at al;No;Non;No;No;Non;Non;informal
1213;DZ;Male;25+;Never Mar;Rural;Middle;manual t;Yes;No educati;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
605;DZ;Female;25+;Never Mar;Rural;Higher;non manua;No;Primary;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;formal
1972;EG;Male;25+;Never Mar;Urban;Higher;non manua;No;Secondary;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2861;EG;Male;20 - 24;Never Mar;Rural;Secondary;non manua;No;Middle;No;Non;Not at al;No;Non;yes;yes;Oui;Non;informal
2069;TN;Female;25+;Never Mar;Rural;Higher;non manua;No;Primary;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2284;EG;Male;<= 19;Never Mar;Rural;Middle;manual t;No;Secondary;Yes;Oui;Not at al;No;Non;yes;yes;Non;Non;informal
109;TN;Male;25+;Never Mar;Urban;Higher;non manua;No;Primary;Yes;Oui;Not at al;No;Non;No;yes;Non;Non;formal
1162;DZ;Male;20 - 24;Never Mar;Urban;Secondary;non manua;No;Secondary;Yes;Non;Completel;Yes;Non;No;yes;Non;Non;informal
631;EG;Female;25+;Ever Marr;Urban;Higher;non manua;No;Secondary;Yes;Non;Not at al;No;Non;No;yes;Oui;Oui;formal
973;LB;Female;25+;Ever Marr;Rural;Middle;manual t;No;Middle;No;Non;Not at al;Yes;Non;No;yes;Non;Non;informal
1729;EG;Male;20 - 24;Never Mar;Urban;No educati;non manua;No;Primary;No;Non;Not at al;No;Non;No;yes;Non;Non;informal
2227;LB;Male;25+;Never Mar;Urban;Secondary;non manua;Yes;Primary;No;Non;Not at al;No;Non;No;No;Non;Non;informal
1183;LB;Male;20 - 24;Never Mar;Rural;Secondary;non manua;No;Primary;No;Non;Not at al;No;Non;No;No;Non;Non;informal
233;DZ;Male;25+;Never Mar;Rural;Higher;non manua;Yes;No educati;Yes;Non;Completel;Yes;Non;yes;No;Oui;Non;formal
441;DZ;Female;25+;Never Mar;Urban;Higher;non manua;No;No educati;No;Non;Not at al;No;Non;yes;yes;Non;Non;formal
981;TN;Female;20 - 24;Never Mar;Rural;Middle;manual t;No;Primary;No;Non;Not at al;No;Non;yes;yes;Non;Non;informal
447;TN;Male;25+;Never Mar;Urban;Higher;non manua;No;Secondary;Yes;Oui;Not at al;Yes;Non;No;yes;Oui;Oui;formal
2852;DZ;Male;25+;Never Mar;Rural;Middle;manual t;No;Middle;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
1173;TN;Male;<= 19;Never Mar;Rural;Middle;manual t;No;Secondary;No;Non;Not at al;No;Non;No;yes;Non;Non;informal
1730;EG;Male;20 - 24;Never Mar;Rural;Primary;manual t;No;No educati;No;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
1091;TN;Male;25+;Never Mar;Rural;Middle;non manua;No;No educati;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
1843;EG;Male;25+;Never Mar;Rural;Primary;manual t;No;No educati;No;Non;Not at al;No;Non;No;No;Non;Non;informal
2246;EG;Male;25+;Never Mar;Urban;Secondary;non manua;No;No educati;Yes;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
2567;EG;Male;<= 19;Never Mar;Urban;Middle;manual t;No;No educati;Yes;Oui;Not at al;No;Non;No;yes;Oui;Oui;informal
906;LB;Female;25+;Ever Marr;Urban;Middle;non manua;No;Primary;No;Non;Not at al;Yes;Non;No;No;Non;Non;formal
2061;EG;Female;25+;Ever Marr;Rural;Secondary;manual t;No;No educati;No;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
562;TN;Male;20 - 24;Never Mar;Rural;Secondary;non manua;No;No educati;No;Non;Not at al;No;Non;No;No;Non;Non;formal
879;LB;Male;25+;Ever Marr;Urban;Higher;non manua;Yes;Higher;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;formal
2201;EG;Male;25+;Never Mar;Urban;Higher;non manua;No;Secondary;No;Oui;Not at al;No;Non;No;No;Non;Non;informal
225;LB;Female;25+;Ever Marr;Rural;Higher;non manua;Yes;Secondary;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;formal
2611;DZ;Male;20 - 24;Never Mar;Rural;Secondary;non manua;No;Middle;Yes;Oui;Not at al;No;Non;yes;yes;Oui;Oui;informal
2494;TN;Male;<= 19;Never Mar;Urban;Middle;non manua;No;Middle;Yes;Non;Not at al;No;Non;yes;yes;Non;Oui;informal
2730;DZ;Female;20 - 24;Never Mar;Urban;Secondary;non manua;Yes;No educati;Yes;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
2119;LB;Male;<= 19;Never Mar;Urban;Secondary;non manua;No;No educati;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
426;DZ;Male;20 - 24;Never Mar;Rural;Secondary;manual t;Yes;No educati;No;Oui;Completel;No;Non;yes;yes;Oui;Oui;formal
2794;LB;Female;25+;Never Mar;Urban;Secondary;non manua;No;Middle;No;Non;Not at al;Yes;Non;No;No;Non;Non;informal
471;LB;Male;25+;Ever Marr;Urban;Higher;non manua;Yes;Middle;No;Oui;Not at al;Yes;Non;yes;yes;Oui;Non;formal
1999;DZ;Male;25+;Never Mar;Rural;Secondary;manual t;Yes;Primary;No;Oui;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
440;DZ;Male;20 - 24;Never Mar;Rural;Middle;non manua;No;Primary;Yes;Non;Completel;Yes;Non;No;No;Non;Non;formal
1781;LB;Female;20 - 24;Never Mar;Urban;Secondary;manual t;No;No educati;No;Non;Not at al;No;Non;yes;yes;Oui;Oui;informal
1341;TN;Male;<= 19;Never Mar;Rural;Middle;manual t;No;Primary;Yes;Non;Not at al;Yes;Non;No;No;Non;Non;informal
1745;LB;Male;25+;Never Mar;Rural;Middle;non manua;Yes;Middle;Yes;Non;Not at al;Yes;Non;yes;yes;Non;Non;informal
2417;LB;Male;<= 19;Never Mar;Rural;Secondary;non manua;No;Middle;No;Non;Not at al;Yes;Non;yes;yes;Oui;Oui;informal
1331;DZ;Male;20 - 24;Never Mar;Rural;Middle;manual t;No;Primary;Yes;Oui;Completel;Yes;Non;yes;yes;Oui;Oui;informal
1581;TN;Male;25+;Never Mar;Urban;Middle;non manua;No;No educati;No;Oui;Not at al;Yes;Non;No;yes;Non;Non;informal
73;TN;Male;20 - 24;Never Mar;Rural;Middle;manual t;No;Secondary;Yes;Oui;Not at al;Yes;Non;No;yes;Oui;Oui;formal
